,Address,ITM_E,ITM_N,Geo Co-ordinates
1676,"Martinstown, Crossakiel, meath",687062,753025,POINT (-6.687129277647182 53.51997660882224)
1677,"Killeen, Dunsany, meath",693114,755160,POINT (-6.595261264723611 53.53812058078909)
1678,"Cloghnart, Monaghan, monaghan",666803,840302,POINT (-6.973514815100201 54.30709404151484)
1679,"Tullyard, Monaghan, monaghan",665977,841239,POINT (-6.985997857044351 54.31561942814755)
1680,"Ashmount House, Clara, offaly",625479,732909,POINT (-7.617360448054185 53.34579302671886)
1681,"Ballykilleen, Edenderry, offaly",625959,736806,POINT (-7.609832270688631 53.38079083809726)
1682,"CORMAC ST., , TULLAMORE, offaly",624465,722747,POINT (-7.633371150472769 53.25451689537456)
1683,"Funshinagh, , Mount Talbot, roscommon",575243,781713,POINT (-8.375663064850881 53.78439976874244)
1684,"Lissalway, Castlerea, roscommon",574048,779832,POINT (-8.393637361804419 53.76743880507724)
1685,"Kilkilloge, Mullaghmore, sligo",569782,857491,POINT (-8.466105112546966 54.4650117313873)
1686,"Church Lodge, Marlfield, tipperary",599651,652230,POINT (-8.005154260002385 52.62130565142074)
1687,"Killistafford, Cashel, tipperary",610293,641484,POINT (-7.848320184992946 52.52462242505349)
1688,"Carrickconeen, Derrygrath, Clonmel, tipperary",599651,652230,POINT (-8.005154260002385 52.62130565142074)
1689,"Slievenamon Road, Thurles, tipperary",599651,652230,POINT (-8.005154260002385 52.62130565142074)
1690,"Rossmire, Kilmacthomas, waterford",639637,606735,POINT (-7.420020974392572 52.2109560847376)
1691,"Clonea Road, Dungarvan, waterford",619338,605000,POINT (-7.717134344941401 52.19644680365045)
1692,"Clonea Road, Dungarvan, waterford",619338,605000,POINT (-7.717134344941401 52.19644680365045)
1693,"Ballybrussa West, Grange, waterford",616741,581353,POINT (-7.756282274969922 51.9839745408909)
1694,"Butlerstown , Kilronan, waterford",632853,624900,POINT (-7.517511282396211 52.37467303421563)
1695,"Slanemore, Mullingar, westmeath",636917,753182,POINT (-7.443217580542209 53.5272993230716)
1696,"Longford Road, Mullingar, westmeath",636917,753182,POINT (-7.443217580542209 53.5272993230716)
1697,"Newtown, Mullingar, westmeath",636925,598580,POINT (-7.460589027370665 52.13784472454414)
1698,"St. Leonards, Ballycullane, wexford",693539,635742,POINT (-6.623415962308971 52.46509952997985)
1699,"Newtown, Killinick, wexford",703710,620997,POINT (-6.478352339887065 52.3307767247461)
1700,"Creakan Lower, Oldcourt, New Ross, wexford",685767,698771,POINT (-6.721285560562304 53.03272986448382)
1701,"Kildermot, Courtown, wexford",721053,661335,POINT (-6.209344379246859 52.68961670017476)
1702,"Castleland,, Ferns, wexford",700329,649228,POINT (-6.519455097029348 52.58506887987102)
1703,"Horesland, Killag, wexford",693535,609991,POINT (-6.630645049524907 52.23370528547181)
1704,"Bellevue Lodge, Killurin, wexford",694549,626978,POINT (-6.611034607239661 52.38617515548134)
1705,"Ballybanoge, Edermine, wexford",698705,635692,POINT (-6.547430206504941 52.46374128257398)
1706,"Toghermore, Roundwood, wicklow",706700,695550,POINT (-6.410374540773367 53.00002906520766)
1707,"Killarney Road, Bray, wicklow",706700,695550,POINT (-6.410374540773367 53.00002906520766)
1708,"Kilcoltrim, Borris, carlow",674215,649937,POINT (-6.904567791769122 52.59563052021517)
1709,"Toghernaross,, Kilcogy, cavan",635534,786702,POINT (-7.460237822503785 53.8286063052058)
1710,"Cois Na Habhainn, Drumalee, Cavan, cavan",642368,805822,POINT (-7.353788790799875 53.99989713070987)
1711,"CARROWMORE, CRATLOE, clare",548181,663932,POINT (-8.7670994305501 52.72400177807094)
1712,"Rinnamona, Kilnaboy, clare",529723,693287,POINT (-9.046625379450507 52.98570916322774)
1713,"Dunneill, Killimer, Kilrush, clare",609285,663938,POINT (-7.862543399697405 52.72645701073893)
1714,"Doctors Hill, Kilfenora, clare",517423,693828,POINT (-9.229902958724946 52.98881690622582)
1715,"Maglin Vale, Ballincollig, cork",558503,568703,POINT (-8.60257908770876 51.86897170718596)
1716,"Monanig, Leamlara, cork",547502,582101,POINT (-8.764354359242114 51.98847035436266)
1717,"Frenchfurze, Carrigaline, cork",575697,561085,POINT (-8.352376545719153 51.80150676628089)
1718,"Ballyrichard Beg, , Carrigtwohill , cork",547502,582101,POINT (-8.764354359242114 51.98847035436266)
1719,"Rathnadarrahy, Castletownroche, Mallow, cork",566564,602985,POINT (-8.488878365529725 52.17766076052567)
1720,"Meadstown, Ballygarvan, cork",567768,561749,POINT (-8.467399617154815 51.80707476685385)
1721,"Greenhill, Burnfort, cork",558553,592328,POINT (-8.604705181364327 52.0813291982933)
1722,"Main street , Nohoval , cork",547502,582101,POINT (-8.764354359242114 51.98847035436266)
1723,"Corbally, Kilbrin, cork",542623,677468,POINT (-8.851739624680318 52.84508625018662)
1724,"Burgess Lower, Killeagh, cork",568002,583678,POINT (-8.466042062259968 52.00420422919214)
1725,"Gortnarea, Inchigeela, cork",517589,564509,POINT (-9.195588108356528 51.82673724398411)
1726,"Housing development Castle Rivers, Conna, cork",547502,582101,POINT (-8.764354359242114 51.98847035436266)
1727,"Killnagleary Rd, Carrigaline, cork",575445,558776,POINT (-8.355866905138653 51.78073986560651)
1728,"Forest Hill, Carrigaline, cork",575445,558776,POINT (-8.355866905138653 51.78073986560651)
1729,"Corbally, Clonmult, Dungourney, cork",592433,583416,POINT (-8.110207348788363 52.00271943017905)
1730,"St Judes, Whitechurch, cork",563449,579156,POINT (-8.531870690996099 51.96327670052761)
1731,"Kilbronoge, Schull, cork",496344,532617,POINT (-9.494235086713218 51.53660705286276)
1732,"Garraun North, Donoughmore, cork",553922,582586,POINT (-8.670953743283187 51.99339919044711)
1733,"Aghayeevoge, Killybegs, donegal",573066,879409,POINT (-8.417458746340831 54.66212654922499)
1734,"Massinass, Creeslough, donegal",604357,927757,POINT (-7.931738223215925 55.09721514671821)
1735,"Ballyboe, Malin, donegal",637000,916019,POINT (-7.421852528992824 54.99040191871955)
1736,"Luddan, Buncrana, donegal",634721,929558,POINT (-7.455814511829155 55.11219981156329)
1737,"Carrick, Derrybeg, donegal",601513,795191,POINT (-7.976975085413003 53.90610161482573)
1738,"An Ceapach, Manorcunningham, donegal",624819,913255,POINT (-7.612421258503161 54.96632500163383)
1739,"Glebe, Letterkenny, donegal",599799,766085,POINT (-8.003039870992055 53.64454917471708)
1740,"Gortnagole, , Ballindrait, Lifford PO, donegal",630409,899986,POINT (-7.526530679913443 54.8468031468848)
1741,"Trentaboy, Drumkeen, donegal",600295,902033,POINT (-7.995404660875042 54.86611764226576)
1742,"Ballyloughan, Bruckless, donegal",606915,720552,POINT (-7.896419415060222 53.23530893749254)
1743,"The Pier Rd., Kincasslagh, donegal",600295,902033,POINT (-7.995404660875042 54.86611764226576)
1744,"Lag, Malin, donegal",642657,952805,POINT (-7.327931467632216 55.32042048519519)
1745,"Roughpark, Letterkenny, donegal",620563,914084,POINT (-7.678823146001683 54.97396666140893)
1746,"Drum West, Barna, galway",523957,727884,POINT (-9.140686600372389 53.29579262120405)
1747,"Aille, Loughrea, galway",547067,759351,POINT (-8.799358072515316 53.58136370765241)
1748,"Crannagh, Gort, galway",542866,707349,POINT (-8.853407643044951 53.1136374376487)
1749,"Lavally, Craughwell, galway",545709,702503,POINT (-8.810128329282794 53.07038609584977)
1750,"Clonco, , Woodford, galway",571329,699231,POINT (-8.427553275295832 53.04296872504533)
1751,"Caherweelder, Kilcolgan, galway",544486,716167,POINT (-8.830740795248536 53.19304939883581)
1752,"Rosscahill East, Rosscahill, galway",517058,738630,POINT (-9.246963777844647 53.39130891681741)
1753,"Turoe, Bullaun, galway",561947,722389,POINT (-8.570204741645446 53.25049967985148)
1754,"Newtown, Glinsk, galway",538023,654052,POINT (-8.915594958812344 52.63414435369913)
1755,"Kylebroughlan, Moycullen, galway",523072,730983,POINT (-9.154710336968881 53.32350994268738)
1756,"Caherweelder , Kilcolgan , galway",544486,716167,POINT (-8.830740795248536 53.19304939883581)
1757,"Scart, Killarney, kerry",493706,610997,POINT (-9.556393082154038 52.24043027983515)
1758,"Ardcost, Portmagee, kerry",443824,574586,POINT (-10.2696054146707 51.90151124042598)
1759,"Knoppoge, Killarney, kerry",491544,592882,POINT (-9.582253173785597 52.07724014937107)
1760,"tubrid more, ardfert, kerry",480880,620637,POINT (-9.747511131145153 52.32441485076946)
1761,"Barraduff , Killarney, kerry",491192,640370,POINT (-9.602715272306074 52.50385312135638)
1762,"Gortatlea, Mastergeehy, Killarney, kerry",455333,572160,POINT (-10.10146171250454 51.8828238519836)
1763,"Main Street, Waterville, kerry",495613,602884,POINT (-9.525981260904734 52.16789593224378)
1764,"Scrahane, Ross Road, Killarney, kerry",495613,602884,POINT (-9.525981260904734 52.16789593224378)
1765,"New Road,, Killarney, kerry",495613,602884,POINT (-9.525981260904734 52.16789593224378)
1766,"Ballineedora, Ballymacelligott, Tralee, kerry",490670,611737,POINT (-9.601068028168202 52.24648490322247)
1767,"University Hospital Kerry Rathass, Tralee, kerry",495613,602884,POINT (-9.525981260904734 52.16789593224378)
1768,"Main Street, Castledermot, kildare",677381,683131,POINT (-6.850020332522167 52.89347183266673)
1769,"Kill, monasterevin, kildare",664487,709389,POINT (-7.036367065568014 53.13113098599746)
1770,"Lughill, Monasterevin, kildare",662811,709137,POINT (-7.061457249066961 53.12906652816022)
1771,"The Lords Road, Celbridge, kildare",696055,733296,POINT (-6.557576929012339 53.34116678754172)
1772,"Kilheale Manor, Hartwell Road, Kill, kildare",692654,722760,POINT (-6.61170482228682 53.24711386521356)
1773,"Jamestown, Glenmore, kilkenny",560587,619333,POINT (-8.578172699249023 52.32420439349256)
1774,"Kiltown, Castlecomer, kilkenny",652234,674401,POINT (-7.225088907322403 52.81804657506593)
1775,"Dunbell Big, Maddockstown, kilkenny",655697,652065,POINT (-7.177504229174249 52.61696754160187)
1776,"Ballyhendricken, Ballycallen, kilkenny",645398,654702,POINT (-7.329217992737163 52.64162556532561)
1777,"Newtown, Thomastown, kilkenny",657805,776847,POINT (-7.123822923589664 53.73805822401119)
1778,"Deerpark, Mountrath, laois",633997,698053,POINT (-7.493150606731766 53.0320700544627)
1779,"Drummond, Rosenallis, laois",638386,713418,POINT (-7.425884382356386 53.16985620033132)
1780,"Convent Avenue, Drumshanbo, leitrim",596400,810813,POINT (-8.054969448430962 54.04647016630186)
1781,"Deerpark, Manorhamilton, leitrim",587981,840761,POINT (-8.184716551110006 54.31544410102721)
1782,"Tomdeely North, Askeaton, limerick",532141,651772,POINT (-9.002008662554362 52.61295151940633)
1783,"Cuan Mhuire, Garrose, Bruree, limerick",555815,629042,POINT (-8.649449886075162 52.41110402333469)
1784,"Ballinacarriga, Kildimo, limerick",544060,651137,POINT (-8.82592687266485 52.60860253944347)
1785,"Laghtane East, Lisnagry, limerick",567370,657450,POINT (-8.482407811954911 52.66724138444065)
1786,"Ballynakill, Kilfinny, Adare, limerick",545910,639691,POINT (-8.796749698756038 52.50592170262925)
1787,"Cappagh Village, Cappagh, Askeaton, limerick",548732,787921,POINT (-8.778944580384104 53.83824622554918)
1788,"Golf Links Road, Castletroy, limerick",544869,641505,POINT (-8.812382661225932 52.52212042091136)
1789,"Roxborough, Ballysheedy , limerick",553246,713146,POINT (-8.69922158636599 53.166742973898)
1790,"Grillagh, Ardagh, longford",606964,769053,POINT (-7.894611893550953 53.67117464416852)
1791,"SHELLINGHILL, TEMPLETOWN, louth",675852,603948,POINT (-6.89081921459747 52.18211604752199)
1792,"main street, dunleer, louth",703150,786459,POINT (-6.433515165573606 53.81740829946292)
1793,"Wheatfield Manor, Castlebar, mayo",511244,799206,POINT (-9.351651330446847 53.93457765877444)
1794,"Breandrum, Windsor, Castlebar, mayo",556999,566207,POINT (-8.624106843175886 51.84642213125182)
1795,"DRUMNASLOOEEN, MANULLA, CASTLEBAR, mayo",521940,787810,POINT (-9.185903278452397 53.83391625186996)
1796,"Carrowjames Belcarra, Castlebar, mayo",511244,799206,POINT (-9.351651330446847 53.93457765877444)
1797,"Kilgarvin, Bonniconlon, Ballina, mayo",572840,673176,POINT (-8.40284170679292 52.80888238876684)
1798,"Drumlargan, Summerhill, meath",685446,747000,POINT (-6.713131328335621 53.46611046183789)
1799,"St Teresa's, Tower Rd., Mornington, meath",688063,768372,POINT (-6.667708611867138 53.65768947099826)
1800,"Flemington, Ratoath, meath",701734,750809,POINT (-6.466679204504405 53.49743566824694)
1801,"Whitecross, Julianstown, meath",714026,769680,POINT (-6.274612041108693 53.66442525770815)
1802,"Boyce Town, Dunsany, meath",688063,768372,POINT (-6.667708611867138 53.65768947099826)
1803,"CULLATAGH PRESTON VALE,, NOBBER, meath",681372,787557,POINT (-6.763859726274594 53.83113545010882)
1804,"Skreen Road, Ratoath, meath",701734,750809,POINT (-6.466679204504405 53.49743566824694)
1805,"Leshemstown, Drumree, meath",694302,752512,POINT (-6.578141931545424 53.51411942320973)
1806,"Kelletts grove, Dunshaughlin, meath",696024,750132,POINT (-6.552915618289965 53.49242638667688)
1807,"Drumreaske, Ballinode, monaghan",666179,824960,POINT (-6.986485044462905 54.16934010124003)
1808,"Lisduff, Lisduff, monaghan",663834,782834,POINT (-7.031214704488114 53.79114863932455)
1809,"KILLOURNEY, CLOGHAN, offaly",539137,698912,POINT (-8.907504479334767 53.03740853961637)
1810,"Ballingorraun, , Moneygal, offaly",624465,722747,POINT (-7.633371150472769 53.25451689537456)
1811,"Riverview Commercial Park, Cloncollig, Tullamore, offaly",624465,722747,POINT (-7.633371150472769 53.25451689537456)
1812,"Arden View, Tullamore, offaly",624465,722747,POINT (-7.633371150472769 53.25451689537456)
1813,"Mote Demesne, Roscommon, roscommon",589372,760527,POINT (-8.160545095628343 53.59449447800786)
1814,"Ardsallagh More, Roscommon, roscommon",588089,764305,POINT (-8.18007020348773 53.62841783217335)
1815,"Carrowneden, Kilglass, sligo",552823,822149,POINT (-8.722094951096469 54.14618049361471)
1816,"Greenhills, Ballina, tipperary",572514,670488,POINT (-8.407451039547041 52.78470738822026)
1817,"Ballyfowloo (Townland), Cashel, tipperary",607901,790989,POINT (-7.879870613571798 53.86828407584333)
1818,"Ryehill, Ballinderry, tipperary",550675,753996,POINT (-8.744033002389143 53.53359609027055)
1819,"ballyveadlea, mullinahone, tipperary",633841,640342,POINT (-7.501437417564794 52.51340500001972)
1820,"Lake Road, Ballina, tipperary",572840,673176,POINT (-8.40284170679292 52.80888238876684)
1821,"Carrickconeen, Clonmel, tipperary",612875,623292,POINT (-7.810972626455447 52.36105325928398)
1822,"Faha, Kilmacthomas, waterford",636138,603326,POINT (-7.471580264296959 52.18055546972359)
1823,"Doon, Ballinamult, waterford",621797,625708,POINT (-7.679826944029776 52.38248682058823)
1824,"Ballydurn, Kilmacthomas, waterford",640549,611278,POINT (-7.40613247970459 52.2517228858818)
1825,"Tubbrid, Cappoquin, waterford",608231,596057,POINT (-7.879817481772685 52.11633828019966)
1826,"Knockyelan, Lemybrien, waterford",631691,601481,POINT (-7.536775328048257 52.16424513020698)
1827,"bishopstown, moate, westmeath",638392,616532,POINT (-7.437123594534492 52.29910116184485)
1828,"Raheen, moate, westmeath",620942,622150,POINT (-7.692607767640021 52.3505398380596)
1829,"Hillquarter, Coosan, Athlone, westmeath",604129,743843,POINT (-7.937847605288643 53.4446525013543)
1830,"Grangemore, Mullingar, westmeath",610917,646091,POINT (-7.838973364297922 52.56601850576964)
1831,"Cloran and Corcullentry, Clonmellon, westmeath",636917,753182,POINT (-7.443217580542209 53.5272993230716)
1832,"College, Barntown, wexford",700558,620894,POINT (-6.524612828538089 52.33043769155164)
1833,"Ballyfinogue, Killinick, wexford",704225,611840,POINT (-6.473630209526847 52.24840044333202)
1834,"Coolgarrow, Enniscorthy, wexford",692338,650836,POINT (-6.636891233565236 52.60093289250393)
1835,"Rathjarney, Killinick, wexford",703373,614970,POINT (-6.485144670210824 52.2766854889145)
1836,"Glascarrig North, Ballygarrett, wexford",720744,649643,POINT (-6.218186835445736 52.58464886309022)
1837,"Ballycullane, New Ross, wexford",679127,614399,POINT (-6.840494919906162 52.27557712775632)
1838,"Grianan, Busherstown, Duncormick, wexford",689264,611761,POINT (-6.692687151691793 52.250319677825)
1839,"Shrule, Cahore, wexford",718955,646252,POINT (-6.245789831293693 52.55457866346003)
1840,"Lott Lane,, Ballydonarea, Kilcoole, wicklow",730220,708232,POINT (-6.055047333681937 53.10874267316628)
1841,"Castlecrest, Killincarrig, wicklow",706700,695550,POINT (-6.410374540773367 53.00002906520766)
1842,"Cherbury, Monastery,, Enniskerry, wicklow",718462,716886,POINT (-6.227367980933505 53.18921995515976)
1843,"Old Kiltegan, Kiltegan, wicklow",706700,695550,POINT (-6.410374540773367 53.00002906520766)
1844,"Roscath, Roscath, wicklow",727320,689970,POINT (-6.105538703027532 52.94540429948669)
1845,"askakeagh, tinahely, wicklow",706352,678427,POINT (-6.421164338952719 52.84626278224699)
1846,"Coolyhune , St. Mullins, carlow",673165,643172,POINT (-6.921555327791064 52.53497902987478)
1847,"Knockbrack, Myshall, carlow",684040,661401,POINT (-6.756664662776152 52.69721482208175)
1848,"Lisnahederna, Virginia, cavan",663641,791374,POINT (-7.032376458317355 53.86790344765116)
1849,"Carrownalegaun, Sixmilebridge, clare",545534,664654,POINT (-8.806399709449407 52.73023045439074)
1850,"Rosmadda East, Parteen, clare",560053,661421,POINT (-8.591059624327622 52.70244093961087)
1851,"Aglish, , Kilinaboy., clare",529487,679574,POINT (-9.047161723654614 52.86245231921442)
1852,"Garranejames, Killeagh, cork",597700,576032,POINT (-8.033448253075079 51.93639125580336)
1853,"Kilnagleary, Carrigaline, cork",575445,558776,POINT (-8.355866905138653 51.78073986560651)
1854,"Knockgorm, Rathcool,, Mallow, cork",547502,582101,POINT (-8.764354359242114 51.98847035436266)
1855,"Tigh na Mara, Main Street, Crookhaven, cork",475345,526652,POINT (-9.794688404172772 51.47876520700349)
